psgc;income_class;year;current_operating_income_local_tax_real_property_general;current_operating_income_local_tax_real_property_special_education;current_operating_income_local_tax_real_property_total;current_operating_income_local_tax_business;current_operating_income_local_tax_other;current_operating_income_local_tax_total;current_operating_income_local_nontax_regulatory_fees;current_operating_income_local_nontax_service_user_charges;current_operating_income_local_nontax_economic_enterprise_receipts;current_operating_income_local_nontax_other_receipts;current_operating_income_local_nontax_total;current_operating_income_local_total;current_operating_income_external_national_tax_allotment;current_operating_income_external_national_tax_other_shares;current_operating_income_external_interlocal_transfers;current_operating_income_external_extraordinary_donations;current_operating_income_external_total;current_operating_income_total;current_operating_expenditures_general_public_services;current_operating_expenditures_social_services_manpower_development;current_operating_expenditures_social_services_health_nutrition_population;current_operating_expenditures_social_services_labor_employment;current_operating_expenditures_social_services_housing_community_development;current_operating_expenditures_social_services_welfare;current_operating_expenditures_social_services_total;current_operating_expenditures_economic_services;current_operating_expenditures_debt_services;current_operating_expenditures_total;net_operating_income;non_income_receipts_capital_investment_asset_sale_proceeds;non_income_receipts_capital_investment_others_debt_securities_sales_proceeds;non_income_receipts_capital_investment_loans_receivable_collections;non_income_receipts_capital_investment_total;non_income_receipts_loans_borrowings_loans_acquisitions;non_income_receipts_loans_borrowings_bonds_issuance;non_income_receipts_loans_borrowings_total;non_income_receipts_others;non_income_receipts_total;nonoperating_expenditures_capital_investment_property_plant_equipment;nonoperating_expenditures_capital_investment_other_entities_debt_securities;nonoperating_expenditures_capital_investment_other_entities_grant_loan;nonoperating_expenditures_capital_investment_total;nonoperating_expenditures_debt_service_loan_amortization_payment;nonoperating_expenditures_debt_service_retirement_bonds_redemption_debt_securities;nonoperating_expenditures_debt_service_total;nonoperating_expenditures_other;nonoperating_expenditures_total;funds_net_increase;cash_balance_beginning;fund_available;accounts_payable_payment_of_prior_years;continuing_appropriation;fund_balance
0405616000;4th;2023;857374.32;1071717.91;1929092.23;751867.25;452569.50;3133528.98;1832177.70;1814438.66;0.00;1806488.63;5453104.99;8586633.97;124032470.04;0.00;0.00;0.00;124032470.04;132619104.01;86573735.07;601206.17;7754029.25;0.00;0.00;4978499.98;13333735.40;10583169.08;0.00;110490639.55;22128464.46;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;16689349.08;0.00;0.00;16689349.08;0.00;0.00;0.00;0.00;16689349.08;5439115.38;33925514.45;39364629.83;0.00;7224054.85;32140574.98
0405617000;1st;2023;1439827.15;1807218.56;3247045.71;1093824.95;797294.54;5138165.20;1823269.70;390147.33;0.00;136830.00;2350247.03;7488412.23;433590942.00;30224584.00;0.00;36041154.62;499856680.62;507345092.85;180348895.07;389200.00;19988419.77;0.00;0.00;54163632.49;74541252.26;96842591.67;510050.02;352242789.02;155102303.83;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2853557.69;2853557.69;51447168.06;0.00;0.00;51447168.06;5664903.00;0.00;5664903.00;0.00;57112071.06;100843790.46;182712784.85;283556575.31;13390577.42;78485315.58;191680682.31
0405618000;3rd;2023;2577990.85;3222488.58;5800479.43;1965680.05;561764.94;8327924.42;2493988.99;1207141.00;3370766.00;78523.75;7150419.74;15478344.16;192037047.00;0.00;0.00;0.00;192037047.00;207515391.16;111751909.35;875726.18;12477894.07;0.00;0.00;12352607.17;25706227.42;17441047.93;3140532.67;158039717.37;49475673.79;0.00;0.00;0.00;0.00;44204000.00;0.00;44204000.00;23698568.09;67902568.09;38228560.48;0.00;0.00;38228560.48;8019689.10;0.00;8019689.10;66657990.07;112906239.65;4472002.23;126473503.56;130945505.79;0.00;0.00;130945505.79
0405619000;1st;2023;7109993.66;8800301.18;15910294.84;26045744.89;1197511.59;43153551.32;9379588.55;6892049.15;0.00;1199041.77;17470679.47;60624230.79;246788232.96;0.00;0.00;0.00;246788232.96;307412463.75;183861678.12;3587335.12;13975533.75;0.00;5123347.92;19211603.06;41897819.85;14466117.25;403992.06;240629607.28;66782856.47;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;41270673.60;0.00;0.00;41270673.60;4125109.88;0.00;4125109.88;0.00;45395783.48;21387072.99;181193048.28;202580121.27;38520271.98;17117769.26;146942080.03
0405620000;1st;2023;4278492.24;5348115.32;9626607.56;10024901.98;1298632.39;20950141.93;6045542.00;4906103.75;10049505.50;490941.54;21492092.79;42442234.72;291607833.00;0.00;40000.00;0.00;291647833.00;334090067.72;155011250.89;2971325.51;16921419.42;0.00;0.00;25804973.68;45697718.61;35565604.09;0.00;236274573.59;97815494.13;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;35012667.73;0.00;0.00;35012667.73;0.00;0.00;0.00;0.00;35012667.73;62802826.40;321321630.35;384124456.75;6544469.30;50585996.91;326993990.54
0405621000;5th;2023;254543.18;318179.00;572722.18;1304886.86;224319.06;2101928.10;660043.26;1820045.00;0.00;16613.83;2496702.09;4598630.19;76578050.04;0.00;0.00;0.00;76578050.04;81176680.23;50508062.08;317470.95;2772975.97;4224190.00;0.00;3029664.10;10344301.02;5209370.08;0.00;66061733.18;15114947.05;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1446990.00;0.00;0.00;1446990.00;0.00;0.00;0.00;0.00;1446990.00;13667957.05;66018445.25;79686402.30;2283694.06;6284291.13;71118417.11
0405622000;1st;2023;6126005.28;7701900.42;13827905.70;21142177.93;1259066.29;36229149.92;6545443.08;3743129.62;7693263.82;1414267.09;19396103.61;55625253.53;334565369.04;735246.93;429255.23;1468276.39;337198147.59;392823401.12;128150978.87;5405478.12;21903157.06;0.00;7594994.74;13852291.67;48755921.59;29556205.40;2485953.32;208949059.18;183874341.94;0.00;0.00;0.00;0.00;52075155.21;0.00;52075155.21;52006453.53;104081608.74;36675275.77;0.00;0.00;36675275.77;3756328.33;0.00;3756328.33;0.00;40431604.10;247524346.58;470897943.64;718422290.22;207463725.24;73997247.74;436961317.24
0405623000;2nd;2023;10864448.20;13580560.27;24445008.47;15177421.78;1398030.29;41020460.54;10959893.78;26434634.13;0.00;120974.46;37515502.37;78535962.91;192171909.00;0.00;0.00;0.00;192171909.00;270707871.91;121664348.49;5794706.03;17999990.93;0.00;13636786.16;45975088.63;83406571.75;27138930.00;301575.81;232511426.05;38196445.86;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4258972.02;4258972.02;38462237.08;0.00;0.00;38462237.08;1815784.12;0.00;1815784.12;0.00;40278021.20;2177396.68;184216948.88;186394345.56;30674962.07;0.00;155719383.49
0405625000;4th;2023;901014.99;1126268.75;2027283.74;2241087.22;323246.68;4591617.64;2545222.05;2973046.08;0.00;393122.21;5911390.34;10503007.98;134824959.96;0.00;0.00;118697.82;134943657.78;145446665.76;77637323.97;1076666.33;12122466.85;0.00;0.00;22468823.44;35667956.62;5946864.47;0.00;119252145.06;26194520.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;25412374.12;0.00;0.00;25412374.12;0.00;0.00;0.00;0.00;25412374.12;782146.58;108166868.20;108949014.78;8551350.63;24920446.17;75477217.98
0405627000;1st;2023;127818572.24;159773215.31;287591787.55;392131216.23;898557.30;680621561.08;17366260.27;8135767.32;0.00;78067.95;25580095.54;706201656.62;297582888.00;558568.47;0.00;0.00;298141456.47;1004343113.09;257254621.01;100290011.47;51665179.32;0.00;0.00;65324363.40;217279554.19;83549111.60;3881496.19;561964782.99;442378330.10;837183.23;0.00;0.00;837183.23;0.00;0.00;0.00;1245013.90;2082197.13;121144595.95;0.00;0.00;121144595.95;8370381.58;0.00;8370381.58;0.00;129514977.53;314945549.70;576575136.57;891520686.27;0.00;85923310.05;805597376.22
0405628000;1st;2023;1849305.22;2311631.55;4160936.77;3198783.56;1302249.30;8661969.63;2365840.27;1353045.83;5395376.40;199089.22;9313351.72;17975321.35;264923432.04;49770.73;0.00;0.00;264973202.77;282948524.12;140548156.20;774459.37;20984798.76;0.00;0.00;17531475.28;39290733.41;16192226.06;0.00;196031115.67;86917408.45;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;46485542.89;0.00;0.00;46485542.89;0.00;0.00;0.00;0.00;46485542.89;40431865.56;127394930.77;167826796.33;27350191.71;18360090.25;122116514.37
0405629000;4th;2023;1312040.41;1640050.53;2952090.94;3737181.12;289676.25;6978948.31;2453919.79;541725.00;5925178.67;386010.99;9306834.45;16285782.76;113754258.96;0.00;0.00;0.00;113754258.96;130040041.72;65788003.60;499750.00;12242857.75;0.00;0.00;6540113.19;19282720.94;8881836.61;0.00;93952561.15;36087480.57;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;25262116.18;0.00;0.00;25262116.18;0.00;0.00;0.00;0.00;25262116.18;10825364.39;115439338.87;126264703.26;10820586.39;0.00;115444116.87
0405630000;1st;2023;66067067.91;82583861.62;148650929.53;180137026.76;2505129.28;331293085.57;13622207.60;6696885.77;0.00;3145746.81;23464840.18;354757925.75;257082236.04;0.00;0.00;0.00;257082236.04;611840161.79;197050402.58;45318827.73;27672179.83;0.00;0.00;52735820.76;125726828.32;43243978.14;0.00;366021209.04;245818952.75;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;78709169.63;0.00;0.00;78709169.63;0.00;0.00;0.00;14202461.28;92911630.91;152907321.84;611710255.35;764617577.19;32521936.20;56569005.50;675526635.49
0405631000;4th;2023;483192.92;603991.16;1087184.08;1731925.75;271580.16;3090689.99;1036573.94;2120632.54;0.00;18623.47;3175829.95;6266519.94;135709107.96;0.00;137114.71;0.00;135846222.67;142112742.61;76620717.86;576877.55;10400115.87;0.00;0.00;9554187.45;20531180.87;14305148.72;603625.85;112060673.30;30052069.31;0.00;0.00;0.00;0.00;22803181.50;0.00;22803181.50;26021268.20;48824449.70;37069215.46;0.00;0.00;37069215.46;10072665.28;0.00;10072665.28;30639077.59;77780958.33;1095560.68;32488440.06;33584000.74;4684064.91;3645924.89;25254010.94
0405632000;5th;2023;607309.77;754678.51;1361988.28;235204.46;118542.54;1715735.28;522343.06;396598.77;0.00;29168.87;948110.70;2663845.98;111786084.00;0.00;0.00;24100.00;111810184.00;114474029.98;67756975.28;502640.06;6313446.68;0.00;0.00;7442147.79;14258234.53;13390487.83;0.00;95405697.64;19068332.34;0.00;0.00;0.00;0.00;0.00;0.00;0.00;633761.79;633761.79;15940850.73;0.00;0.00;15940850.73;0.00;0.00;0.00;0.00;15940850.73;3761243.40;29390710.13;33151953.53;2550529.99;5495687.94;25105735.60
0405633000;5th;2023;621298.97;776815.21;1398114.18;1034205.69;169785.33;2602105.20;1350531.70;1529881.50;0.00;192035.91;3072449.11;5674554.31;87816717.00;0.00;0.00;0.00;87816717.00;93491271.31;50121362.65;1092752.74;6561474.79;0.00;0.00;7031866.80;14686094.33;9406062.03;0.00;74213519.01;19277752.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1403375.00;1403375.00;17179056.25;0.00;0.00;17179056.25;0.00;0.00;0.00;0.00;17179056.25;3502071.05;49158155.67;52660226.72;10301625.03;11550720.77;30807880.92
0405634000;4th;2023;967233.00;1209041.26;2176274.26;1476351.59;265605.18;3918231.03;1859878.08;2150573.27;0.00;221370.42;4231821.77;8150052.80;113257385.04;0.00;168901.49;80000.00;113506286.53;121656339.33;60173794.51;1452115.83;10622701.71;0.00;894472.86;9782154.29;22751444.69;15774240.64;0.00;98699479.84;22956859.49;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;16072627.97;0.00;0.00;16072627.97;0.00;0.00;0.00;0.00;16072627.97;6884231.52;70150001.96;77034233.48;10393076.33;19708897.41;46932259.74
0405635000;5th;2023;308253.33;385316.66;693569.99;854201.49;199786.77;1747558.25;801598.96;832797.72;0.00;87711.00;1722107.68;3469665.93;76886811.00;0.00;0.00;0.00;76886811.00;80356476.93;47263913.66;197747.45;5534880.10;0.00;0.00;5546838.14;11279465.69;7082697.26;0.00;65626076.61;14730400.32;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;14165447.17;0.00;0.00;14165447.17;0.00;0.00;0.00;0.00;14165447.17;564953.15;24573145.65;25138098.80;1653944.86;0.00;23484153.94
0405636000;3rd;2023;6911325.33;8639156.68;15550482.01;11363243.05;651121.16;27564846.22;2971114.09;12560576.82;0.00;507939.15;16039630.06;43604476.28;174785934.00;1019344.07;0.00;0.00;175805278.07;219409754.35;77861612.48;2862261.69;16469583.98;0.00;0.00;15268782.73;34600628.40;19575900.38;0.00;132038141.26;87371613.09;39733.34;0.00;0.00;39733.34;0.00;0.00;0.00;503658.59;543391.93;32085444.96;0.00;0.00;32085444.96;0.00;0.00;0.00;0.00;32085444.96;55829560.06;154410992.69;210240552.75;55902927.01;16194836.71;138142789.03
0405637000;5th;2023;909832.85;1137291.06;2047123.91;1065005.40;358831.02;3470960.33;976191.43;1180701.00;0.00;60113.13;2217005.56;5687965.89;97776213.96;0.00;0.00;0.00;97776213.96;103464179.85;55039572.92;504618.44;8226793.35;0.00;0.00;15859888.14;24591299.93;11916292.40;0.00;91547165.25;11917014.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;432667.75;432667.75;267500.00;0.00;0.00;267500.00;0.00;0.00;0.00;0.00;267500.00;12082182.35;86755205.11;98837387.46;9802871.27;4257323.34;84777192.85
0405638000;1st;2023;1973309.64;2466637.06;4439946.70;4239288.37;647142.03;9326377.10;5406999.71;2851023.19;12127806.41;1019299.18;21405128.49;30731505.59;261789300.00;23710.05;26255253.53;0.00;288068263.58;318799769.17;136252237.65;1512325.27;12855700.83;0.00;0.00;20697697.81;35065723.91;25107994.17;2499700.00;198925655.73;119874113.44;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1074293.31;1074293.31;41222144.03;0.00;0.00;41222144.03;4500300.00;0.00;4500300.00;0.00;45722444.03;75225962.72;162763134.07;237989096.79;48449851.04;27358978.80;162180266.95
0405639000;5th;2023;1577875.82;1972083.40;3549959.22;1664901.35;241379.54;5456240.11;1805317.85;7038737.60;0.00;636487.09;9480542.54;14936782.65;100694361.00;0.00;0.00;0.00;100694361.00;115631143.65;78377896.95;1568165.90;5890574.12;0.00;3274952.71;4565972.43;15299665.16;8401134.69;834784.21;102913481.01;12717662.64;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;225827.35;0.00;0.00;225827.35;3762533.78;0.00;3762533.78;0.00;3988361.13;8729301.51;47140602.86;55869904.37;8814740.05;5114663.58;41940500.74
0405640000;4th;2023;687138.25;858922.81;1546061.06;1530744.08;503742.24;3580547.38;2408800.10;6427338.69;0.00;12616.00;8848754.79;12429302.17;168172607.04;0.00;0.00;430.00;168173037.04;180602339.21;81626623.37;119400.00;14642612.58;0.00;0.00;11836571.25;26598583.83;13089079.89;233128.29;121547415.38;59054923.83;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;33149592.83;0.00;0.00;33149592.83;4974559.08;0.00;4974559.08;0.00;38124151.91;20930771.92;112817150.44;133747922.36;12779169.78;0.00;120968752.58
0405641000;4th;2023;1943946.82;2429933.55;4373880.37;4715456.36;977785.18;10067121.91;2844303.65;4980389.12;0.00;367916.95;8192609.72;18259731.63;138740970.00;0.00;0.00;0.00;138740970.00;157000701.63;75756807.09;2042281.35;11978741.75;0.00;920055.00;17885541.07;32826619.17;19323689.44;0.00;127907115.70;29093585.93;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;29780262.04;0.00;0.00;29780262.04;0.00;0.00;0.00;4238318.00;34018580.04;-4924994.11;56916062.89;51991068.78;9652520.53;410500.00;41928048.25
0405642000;2nd;2023;2049702.97;2564397.25;4614100.22;2771312.26;889022.76;8274435.24;2911666.16;4111335.27;0.00;91764.82;7114766.25;15389201.49;252053507.04;0.00;0.00;0.00;252053507.04;267442708.53;127924177.40;1136684.41;18946286.32;0.00;0.00;32509434.42;52592405.15;24391842.84;6309653.25;211218078.64;56224629.89;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;27521878.34;0.00;0.00;27521878.34;7822074.76;0.00;7822074.76;0.00;35343953.10;20880676.79;111587088.78;132467765.57;37054574.43;8640720.12;86772471.02
0405644000;3rd;2023;1218340.11;1522925.41;2741265.52;1433594.80;599469.67;4774329.99;1396402.27;6286624.04;0.00;55970022.60;63653048.91;68427378.90;218740017.96;0.00;0.00;0.00;218740017.96;287167396.86;96659679.94;0.00;6519366.88;0.00;0.00;7884368.82;14403735.70;34661938.35;0.00;145725353.99;141442042.87;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5623485.18;0.00;0.00;5623485.18;0.00;0.00;0.00;0.00;5623485.18;135818557.69;214747481.25;350566038.94;18889929.51;10342392.52;321333716.91
0405645000;1st;2023;20907133.52;26147381.74;47054515.26;53241849.49;2271663.85;102568028.60;27390415.84;17335128.77;3384135.50;502801.16;48612481.27;151180509.87;446868909.96;147720.00;110500.00;0.00;447127129.96;598307639.83;243715016.59;31763234.53;30137692.57;825250.00;0.00;41854058.35;104580235.45;100848556.94;10712282.32;459856091.30;138451548.53;0.00;0.00;0.00;0.00;60007060.38;0.00;60007060.38;0.00;60007060.38;53752054.36;0.00;0.00;53752054.36;8000000.00;0.00;8000000.00;0.00;61752054.36;136706554.55;273009364.21;409715918.76;89497124.10;83692694.37;236526100.29
0405646000;1st;2023;3075560.16;3845381.66;6920941.82;5596391.29;911670.32;13429003.43;5400664.78;6743624.38;0.00;152214.60;12296503.76;25725507.19;284623982.04;67518.69;316187.69;6218850.00;291226538.42;316952045.61;172417218.07;2663777.34;28080870.54;0.00;4400357.09;21833795.80;56978800.77;49444274.90;1938243.19;280778536.93;36173508.68;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;35526542.75;0.00;0.00;35526542.75;5355690.52;0.00;5355690.52;0.00;40882233.27;-4708724.59;155592113.41;150883388.82;14240255.32;14624628.52;122018504.98
0405648000;1st;2023;10582939.19;13228932.28;23811871.47;38471713.16;1985476.96;64269061.59;7898809.95;19035378.21;10276754.93;1193970.83;38404913.92;102673975.51;316207221.00;0.00;0.00;0.00;316207221.00;418881196.51;147446662.51;7128491.83;23150550.87;0.00;6143272.18;37975496.52;74397811.40;16036585.44;404803.21;238285862.56;180595333.95;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2087621.97;2087621.97;52829152.49;0.00;0.00;52829152.49;5105980.32;0.00;5105980.32;0.00;57935132.81;124747823.11;513900279.50;638648102.61;71453205.43;6173078.35;561021818.83
0405649000;4th;2023;1837141.51;2298087.72;4135229.23;3080818.28;378260.81;7594308.32;2207798.06;2779389.00;0.00;61450.00;5048637.06;12642945.38;130809485.04;0.00;0.00;0.00;130809485.04;143452430.42;52335605.22;2400200.18;11102270.31;149650.00;1186483.05;11431065.59;26269669.13;26746724.64;379718.98;105731717.97;37720712.45;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;23785784.66;0.00;0.00;23785784.66;1171771.28;0.00;1171771.28;0.00;24957555.94;12763156.51;77952087.88;90715244.39;15578298.94;13272368.86;61864576.59
0405801000;1st;2023;24860526.40;31075658.00;55936184.40;123539401.20;3122943.90;182598529.50;24742335.23;11750044.03;29838221.20;1764845.02;68095445.48;250693974.98;335628000.00;1583554.89;0.00;35946.00;337247500.89;587941475.87;289473965.07;33010639.46;38430927.18;0.00;43098695.60;25833864.06;140374126.30;63559993.14;11980069.92;505388154.43;82553321.44;0.00;0.00;0.00;0.00;2506726.72;0.00;2506726.72;3502504.78;6009231.50;24509148.00;0.00;0.00;24509148.00;31204303.94;0.00;31204303.94;0.00;55713451.94;32849101.00;119413728.87;152262829.87;44325558.59;9459709.00;98477562.28
0405803000;4th;2023;8599288.00;10748761.02;19348049.02;13669538.69;904959.62;33922547.33;10467634.43;10648440.13;0.00;300374.34;21416448.90;55338996.23;256429499.04;423156.05;0.00;0.00;256852655.09;312191651.32;151383395.85;25869050.49;14499354.49;0.00;0.00;29323713.29;69692118.27;9908842.37;59192.79;231043549.28;81148102.04;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1535872.04;1535872.04;50742154.47;0.00;0.00;50742154.47;651373.73;0.00;651373.73;11287513.71;62681041.91;20002932.17;145160771.82;165163703.99;28049917.28;21360178.63;115753608.08
0405804000;1st;2023;63362668.81;78500471.37;141863140.18;91680670.02;3365319.00;236909129.20;55965984.67;24884244.14;43237828.32;207182.44;124295239.57;361204368.77;741766902.00;0.00;0.00;0.00;741766902.00;1102971270.77;373753240.53;35354552.05;90624221.99;3390133.60;0.00;43974605.43;173343513.07;61936208.88;2743569.04;611776531.52;491194739.25;0.00;0.00;0.00;0.00;0.00;0.00;0.00;19504633.04;19504633.04;373226995.86;0.00;0.00;373226995.86;13365468.76;0.00;13365468.76;0.00;386592464.62;124106907.67;701203976.86;825310884.53;138567184.51;0.00;686743700.02
0405805000;1st;2023;146409232.54;179194016.60;325603249.14;534224640.84;13498276.71;873326166.69;112800737.63;100214754.56;0.00;11370.00;213026862.19;1086353028.88;869726333.04;0.00;0.00;1281172.46;871007505.50;1957360534.38;359776676.11;125794569.14;251865196.95;0.00;180981543.48;94903312.40;653544621.97;38130930.19;3806200.97;1055258429.24;902102105.14;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;150125933.51;0.00;0.00;150125933.51;13430000.00;0.00;13430000.00;0.00;163555933.51;738546171.63;0.00;738546171.63;206871754.41;0.00;531674417.22
0405806000;3rd;2023;7777038.67;9721297.95;17498336.62;3893292.58;333075.52;21724704.72;5820105.71;2152297.00;4942408.10;1213990.46;14128801.27;35853505.99;162075389.04;0.00;0.00;0.00;162075389.04;197928895.03;117908834.85;7644191.00;18576706.35;428052.37;0.00;7641851.06;34290800.78;8884004.04;529341.08;161612980.75;36315914.28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;28970207.67;0.00;0.00;28970207.67;3331671.64;0.00;3331671.64;0.00;32301879.31;4014034.97;86486003.61;90500038.58;8293977.67;6831653.00;75374407.91
0405807000;4th;2023;5651399.78;7065206.91;12716606.69;8379718.54;431954.73;21528279.96;6161996.86;1061653.18;454880.00;83058.64;7761588.68;29289868.64;130755420.00;0.00;0.00;0.00;130755420.00;160045288.64;70397143.14;4551649.56;4641320.18;4535277.00;0.00;3476375.74;17204622.48;5637522.45;1099627.85;94338915.92;65706372.72;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;569507.28;0.00;0.00;569507.28;3577250.00;0.00;3577250.00;0.00;4146757.28;61559615.44;64706566.74;126266182.18;2798877.69;391392.50;123075911.99
0405809000;2nd;2023;11140680.22;13925850.29;25066530.51;27878244.31;1161453.97;54106228.79;8425827.71;7363345.23;6490489.00;6000.00;22285661.94;76391890.73;209692248.96;66510.38;0.00;0.00;209758759.34;286150650.07;164437495.25;13554754.17;20816744.82;0.00;0.00;8869690.91;43241189.90;13928645.33;0.00;221607330.48;64543319.59;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;54152478.94;0.00;0.00;54152478.94;0.00;0.00;0.00;0.00;54152478.94;10390840.65;287545947.92;297936788.57;2473280.88;3029105.00;292434402.69
0405810000;1st;2023;32072401.84;36121443.67;68193845.51;26404299.02;855236.31;95453380.84;9812703.68;5773932.75;0.00;54488.83;15641125.26;111094506.10;218055789.96;1931264.32;2485.00;3000.00;219992539.28;331087045.38;181846080.66;41612560.83;23624571.82;0.00;0.00;28612797.48;93849930.13;26350242.41;0.00;302046253.20;29040792.18;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;94809759.78;0.00;0.00;94809759.78;0.00;0.00;0.00;0.00;94809759.78;-65768967.60;91692554.71;25923587.11;4910072.01;8754682.00;12258833.10
0405808000;1st;2023;50980278.98;57993047.75;108973326.73;80066603.78;6254625.33;195294555.84;24582185.80;32963606.05;18435234.00;9083265.15;85064291.00;280358846.84;1048873775.04;0.00;0.00;0.00;1048873775.04;1329232621.88;555113207.82;85155297.14;141211359.94;922111.74;1835708.83;125924110.72;355048588.37;223581901.28;20496778.06;1154240475.53;174992146.35;0.00;0.00;0.00;0.00;0.00;0.00;0.00;217752835.25;217752835.25;89209273.34;0.00;0.00;89209273.34;62579320.99;0.00;62579320.99;0.00;151788594.33;240956387.27;817060482.09;1058016869.36;0.00;59996967.11;998019902.25
0405811000;1st;2023;43757296.98;54696621.22;98453918.20;150217564.70;3714024.15;252385507.05;16322941.97;17547983.39;0.00;1406226.52;35277151.88;287662658.93;651776913.00;0.00;0.00;0.00;651776913.00;939439571.93;232628645.26;72457387.08;91566411.96;0.00;186344934.71;85148753.24;435517486.99;42284763.13;7399721.80;717830617.18;221608954.75;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;28952947.42;0.00;0.00;28952947.42;23234462.31;0.00;23234462.31;0.00;52187409.73;169421545.02;480784219.61;650205764.63;133116903.58;92107456.35;424981404.70
0405812000;1st;2023;33979259.25;42458092.16;76437351.41;67779709.91;3251499.00;147468560.32;27365164.23;49002464.26;15386785.62;349107.78;92103521.89;239572082.21;395401409.04;489265.85;0.00;43500.00;395934174.89;635506257.10;206032364.38;21000777.44;44484124.19;0.00;0.00;86363238.33;151848139.96;61787351.98;54503.11;419722359.43;215783897.67;0.00;0.00;0.00;0.00;0.00;0.00;0.00;44629444.60;44629444.60;84489628.56;0.00;0.00;84489628.56;4090045.50;0.00;4090045.50;0.00;88579674.06;171833668.21;615018299.17;786851967.38;83138513.60;25349845.53;678363608.25
0405813000;1st;2023;72184257.55;91765413.37;163949670.92;374086675.19;7324221.74;545360567.85;79993171.39;60735595.91;0.00;745734.02;141474501.32;686835069.17;893138760.00;12001419.97;0.00;0.00;905140179.97;1591975249.14;1025097003.74;85972875.24;70776563.97;4253930.79;0.00;113976393.82;274979763.82;98815842.75;0.00;1398892610.31;193082638.83;0.00;0.00;0.00;0.00;0.00;0.00;0.00;310449.11;310449.11;295254749.32;0.00;0.00;295254749.32;505398.01;0.00;505398.01;0.00;295760147.33;-102367059.39;971603624.19;869236564.80;0.00;90859376.47;778377188.33
0405814000;2nd;2023;23770102.58;29712628.25;53482730.83;43765092.97;1098424.60;98346248.40;10823386.06;6191058.63;4445570.54;292967.91;21752983.14;120099231.54;189940380.96;0.00;14029626.00;0.00;203970006.96;324069238.50;146369323.33;23685304.13;27358581.23;0.00;0.00;32533972.88;83577858.24;44836473.94;365708.50;275149364.01;48919874.49;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1646270.35;1646270.35;17037346.45;0.00;0.00;17037346.45;1546321.97;0.00;1546321.97;0.00;18583668.42;31982476.42;218398788.34;250381264.76;0.00;19327674.89;231053589.87
1704001000;1st;2023;3984461.64;4980577.07;8965038.71;22729296.74;953510.93;32647846.38;6662132.71;16433933.87;8776033.50;4606668.09;36478768.17;69126614.55;220389519.96;444087.29;0.00;0.00;220833607.25;289960221.80;116142574.14;3883479.78;24341804.69;0.00;9302850.75;27508847.67;65036982.89;21014980.50;0.00;202194537.53;87765684.27;0.00;0.00;0.00;0.00;0.00;0.00;0.00;15133526.62;15133526.62;418711.54;0.00;0.00;418711.54;0.00;0.00;0.00;10134932.41;10553643.95;92345566.94;491308358.45;583653925.39;47767034.65;32117860.31;503769030.43
